nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
CONDOMINIO POMAR DO CABULA,condominio-pomar-do-cabula,28/12/1992,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO PRAIA DO FLAMENGO,condominio-praia-do-flamengo,25/02/2000,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO PORTO CABRAL,condominio-porto-cabral,03/10/2005,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO PARQUE DE JACUIPE,condominio-parque-de-jacuipe,02/01/2002,5,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
CONDOMINIO PRINCIPIADO DE MONACO,condominio-principiado-de-monaco,14/04/2004,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
CONDOMINIO MUNDY LITORAL RESIDENCE,condominio-mundy-litoral-residence,28/01/2014,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
CONDOMINIO PROGRESSO II,condominio-progresso-ii,11/01/2010,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONDOMINIO RESIDENCIAL ANGRA,condominio-residencial-angra,15/12/2006,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONDOMINIO RESIDENCIAL,condominio-residencial,26/09/2000,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESERVA ECOVILLE,condominio-reserva-ecoville,15/02/2006,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
CONDOMINIO RESIDENCIAL ERICO VERISSIMO,condominio-residencial-erico-verissimo,22/11/2010,5,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
CONDOMINIO RESIDENCIAL D'VILLE,condominio-residencial-dville,25/07/2003,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
CONDOMINIO RESIDENCIAL EDIFICIO DUAS MARIAS,condominio-residencial-edificio-duas-marias,23/12/2008,5,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
CONDOMINIO RESIDENCIAL GARDEN VILLE,condominio-residencial-garden-ville,22/09/2005,5,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
CONDOMINIO RESIDENCIAL DI CAVALCANTI,condominio-residencial-di-cavalcanti,07/05/2004,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONDOMINIO RESIDENCIAL MAR PARAISO II,condominio-residencial-mar-paraiso-ii,28/01/2011,5,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
CONDOMINIO RESIDENCIAL MAESTRO TOM JOBIM,condominio-residencial-maestro-tom-jobim,21/06/2004,5,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
CONDOMINIO RESIDENCIAL JAGUARIBE,condominio-residencial-jaguaribe,25/08/2004,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESIDENCIAL MAR BELLO,condominio-residencial-mar-bello,09/05/2012,5,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
CONDOMINIO RESIDENCIAL MIRANTES DAS AGUAS CLARAS,condominio-residencial-mirantes-das-aguas-claras,12/03/2008,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESIDENCIAL MARISOL,condominio-residencial-marisol,27/12/2006,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESIDENCIAL PEDRO MEDRADO SILVEIRA,condominio-residencial-pedro-medrado-silveira,30/10/2008,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESIDENCIAL RIO SENA,condominio-residencial-rio-sena,17/01/2007,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESIDENCIAL PRAIA DO FORTE,condominio-residencial-praia-do-forte,05/12/1988,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESIDENCIAL PORTAL DO PARAISO,condominio-residencial-portal-do-paraiso,05/08/1999,5,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
CONDOMINIO RESIDENCIAL RIO DANUBIO,condominio-residencial-rio-danubio,02/09/2010,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESIDENCIAL TERRA AZUL,condominio-residencial-terra-azul,10/12/2009,5,Mata de São João,BA,47643,-12.5307,-38.3009,19KM,78KM,54KM,377KM
CONDOMINIO RESIDENCIAL SUL,condominio-residencial-sul,10/05/1996,1,Belo Campo,BA,17013,-15.0334,-41.2652,411KM,396KM,377KM,49KM
CONDOMINIO RESIDENCIAL SOLARIUM DAS DUNAS,condominio-residencial-solarium-das-dunas,20/07/2006,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO RESIDENCIAL VILLAGE DOS GIRASOIS,condominio-residencial-village-dos-girasois,08/05/2009,5,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
CONDOMINIO RESIDENCIAL SOGNO D' ESTATE,condominio-residencial-sogno-d-estate,26/04/2005,5,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
CONDOMINIO RESIDENCIAL VITORIA,condominio-residencial-vitoria,31/01/2007,5,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
CONDOMINIO SANTA BARBARA E SANTA CECILIA,condominio-santa-barbara-e-santa-cecilia,11/04/1977,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO SOL NASCENTE,condominio-sol-nascente,05/08/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO SOLAR SANTA TEREZA,condominio-solar-santa-tereza,12/12/2000,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO TERRACOS DE STELLA MARIS,condominio-terracos-de-stella-maris,27/11/2008,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO TINETTI,condominio-tinetti,31/08/2000,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
CONDOMINIO RESIDENCIAL VITA FELICE,condominio-residencial-vita-felice,12/04/2010,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
CONDOMINIO UNIQUE APART HOTEL,condominio-unique-apart-hotel,02/03/2011,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
CONDOMINIO TORRE D FRANCE II,condominio-torre-d-france-ii,27/09/2011,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONDOMINIO RIO DAS PEDRAS,condominio-rio-das-pedras,13/07/2006,5,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
CONDOMINIO VASCO DA GAMA PLAZA,condominio-vasco-da-gama-plaza,16/05/2013,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO SOLAR DO FORTE,condominio-solar-do-forte,26/04/2000,5,Mata de São João,BA,47643,-12.5307,-38.3009,19KM,78KM,54KM,377KM
CONDOMINIO VILLA COSTEIRA RESIDENCIAS,condominio-villa-costeira-residencias,12/03/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO VILLA SUECIA,condominio-villa-suecia,21/10/2010,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO VILA MARIA,condominio-vila-maria,10/12/2007,5,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,105KM,84KM,82KM,271KM
CONDOMINIO VILLAGE,condominio-village,30/08/1995,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO VILLA BELLA,condominio-villa-bella,16/06/2011,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
CONDOMINIO VILLAGE AMPARO RESIDENCE,condominio-village-amparo-residence,17/03/2010,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMNIO CERES,condomnio-ceres,21/06/1999,5,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
CONDOMINIO VILLA VIDA,condominio-villa-vida,28/05/2009,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
CONDOMNIO EDIFCIO MONTE PASCOAL,condomnio-edifcio-monte-pascoal,27/01/2000,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMINIO VILLA DI NAPOLI,condominio-villa-di-napoli,11/11/2008,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONECTA SERVICOS,conecta-servicos,14/04/2010,1,Entre Rios,BA,42014,-11.9392,-38.0871,88KM,102KM,123KM,440KM
CONDOMINIO VILLAGE PARAISO,condominio-village-paraiso,08/05/2008,5,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
CONECTTA SOFTWARES,conectta-softwares,28/06/2005,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONEXAO CIDADE,conexao-cidade,17/06/1991,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
CONEXAO CONDOMINIAL,conexao-condominial,13/08/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONDOMNIO DO EDIFCIO MACHADO,condomnio-do-edifcio-machado,20/12/2011,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONFEC,confec,11/09/2007,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONFECCOES COTA,confeccoes-cota,05/09/2008,1,Poções,BA,46885,-14.5234,-40.3634,300KM,293KM,266KM,64KM
CONFECCEOS MACEDO,confecceos-macedo,29/09/2011,1,Capela do Alto Alegre,BA,11597,-11.6658,-39.8349,200KM,116KM,205KM,372KM
CONFECCOES GUIMARAES,confeccoes-guimaraes,31/01/2005,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONFECCOES IARA,confeccoes-iara,07/08/1992,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
CONFECCOES KARINE,confeccoes-karine,30/11/1993,1,Cordeiros,BA,8667,-15.0356,-41.9308,469KM,446KM,437KM,118KM
CONEXMAN LTDA,conexman-ltda,07/07/2006,3,São Sebastião do Passé,BA,44554,-12.5123,-38.4905,27KM,58KM,51KM,364KM
CONFECCOES DEUS E FIEL,confeccoes-deus-e-fiel,04/06/2008,1,Catu,BA,55222,-12.3513,-38.3791,39KM,64KM,70KM,385KM
CONEXAO LAN HOUSE,conexao-lan-house,21/10/2010,1,Remanso,BA,41324,-9.61944,-42.0848,533KM,449KM,538KM,598KM
CONFECCOES MARTINS,confeccoes-martins,27/07/2001,1,Mortugaba,BA,12063,-15.0225,-42.3727,509KM,481KM,478KM,165KM
CONFECCOES MARA,confeccoes-mara,05/07/1988,1,Ibiassucê,BA,8849,-14.2711,-42.257,461KM,421KM,432KM,165KM
CONFECCOES MENDONCA,confeccoes-mendonca,08/01/2009,1,Ibipitanga,BA,14989,-12.8804,-42.4856,452KM,388KM,432KM,282KM
CONFECCOES ROSA,confeccoes-rosa,01/08/2006,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONFECCOES PEIXINHO FASHION,confeccoes-peixinho-fashion,14/05/2014,1,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
CONFECCOES MECHELE RIO,confeccoes-mechele-rio,06/02/1998,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONFECCOES LEMOS,confeccoes-lemos,27/07/2011,1,Quijingue,BA,27672,-10.7505,-39.2137,237KM,171KM,259KM,490KM
CONFECCOES RENASCER,confeccoes-renascer,12/04/2007,1,Ibicoara,BA,19990,-13.4059,-41.284,330KM,282KM,305KM,169KM
CONFECCOES SANTEX,confeccoes-santex,09/08/1966,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
CONFEITARIA AMOR BOMBOM,confeitaria-amor-bombom,15/05/2014,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONFIDENCE MARKETING DIGITAL,confidence-marketing-digital,15/10/1981,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
CONFIDUCIA,confiducia,12/05/2011,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONFECCOES SILVA,confeccoes-silva,14/10/2010,1,Camacan,BA,32023,-15.4142,-39.4919,327KM,355KM,292KM,158KM
CONFECCOES TEIXEIRA,confeccoes-teixeira,13/06/1979,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONFIANCE SALVADOR,confiance-salvador,05/10/2007,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONFREIRE VEICULOS,confreire-veiculos,28/09/2005,5,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,321KM,241KM,334KM,495KM
CONGELAR REFRIGERACAO,congelar-refrigeracao,18/01/2008,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
CONFECCOES TOBIAS BARRETO,confeccoes-tobias-barreto,09/03/2012,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONGESP- CONSULTORIA EM GESTAO PUBLICA LIMITADA,congesp-consultoria-em-gestao-publica-limitada,16/06/2000,1,Ubaíra,BA,19860,-13.2714,-39.666,159KM,135KM,131KM,217KM
CONFIS CONTABILIDADE FISCAL,confis-contabilidade-fiscal,22/10/1991,1,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
CONGREGACAO CRISTA NO BRASIL,congregacao-crista-no-brasil,23/12/2009,5,Monte Santo,BA,49145,-10.4374,-39.3321,274KM,207KM,296KM,518KM
CONIPE,conipe,15/07/1996,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONJUNTO CATAVENTO,conjunto-catavento,24/11/1988,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONGREGACAO IEADSL - BETANIA,congregacao-ieadsl-betania,04/07/2004,5,Santa Luzia,BA,12308,-15.4342,-39.3287,323KM,354KM,288KM,175KM
CONGREGACAO CRISTA NO BRASIL,congregacao-crista-no-brasil,17/09/1970,5,Guanambi,BA,85353,-14.2231,-42.7799,512KM,468KM,484KM,220KM
CONGREGACAO CRISTA NO BRASIL,congregacao-crista-no-brasil,27/05/2002,5,Itamaraju,BA,64423,-17.0378,-39.5386,500KM,534KM,466KM,280KM
CONJUNTO CASTRO ALVES,conjunto-castro-alves,19/10/1992,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONJUPAB,conjupab,14/10/2011,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONJUPAE,conjupae,16/01/2014,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONQUISTA 10,conquista-10,20/04/2009,1,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
CONQUISTA CALCADOS,conquista-calcados,12/07/2000,3,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
CONJUNTO HABITACIONAL PARQUE VIVER,conjunto-habitacional-parque-viver,05/05/2010,5,São Gonçalo dos Campos,BA,38315,-12.4331,-38.9663,75KM,19KM,78KM,337KM
CONQUEST GLOVES,conquest-gloves,20/04/2001,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONMAR,conmar,16/05/2000,5,Sítio do Mato,BA,13104,-13.0801,-43.4689,559KM,498KM,538KM,345KM
CONSELHO COMUNITARIO DE SEGURANCA PUBLICA DE JEREMOABO,conselho-comunitario-de-seguranca-publica-de-jeremoabo,09/04/2008,5,Jeremoabo,BA,40832,-10.0685,-38.3471,293KM,253KM,323KM,597KM
CONSANTOS,consantos,23/03/1978,1,Cachoeira,BA,33659,-12.5994,-38.9587,69KM,37KM,65KM,323KM
CONSELHO ESCOLAR,conselho-escolar,02/09/1997,5,Alcobaça,BA,22509,-17.5195,-39.2036,544KM,585KM,511KM,344KM
CONSELHO DAS ESCOLAS MUNICIPAIS RURAIS,conselho-das-escolas-municipais-rurais,22/05/2009,5,Aurelino Leal,BA,11079,-14.321,-39.329,211KM,232KM,175KM,174KM
CONQUISTAKAR,conquistakar,25/08/2009,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONSELHO ESCOLAR,conselho-escolar,02/04/2004,5,Jaguaripe,BA,19162,-13.1109,-38.8939,77KM,94KM,45KM,286KM
CONSELHO ESCOLAR,conselho-escolar,30/06/1997,5,Nova Fátima,BA,7830,-11.6031,-39.6302,187KM,103KM,195KM,385KM
CONQUISTA TRANSPORTES,conquista-transportes,07/03/2007,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONSELHO ESCOLAR DA ESCOLA M PROF IRENE DA SILVA COSTA,conselho-escolar-da-escola-m-prof-irene-da-silva-costa,10/09/2007,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSELHO ESCOLAR CRECHE SANTA TEREZA D'AVILA,conselho-escolar-creche-santa-tereza-davila,04/09/2009,5,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
CONSELHO ESCOLAR,conselho-escolar,28/05/1999,5,Serra Preta,BA,14531,-12.156,-39.3305,125KM,41KM,128KM,342KM
CONSELHO ESCOLAR DA CRECHE PROFESSOR ALAOR COUTINHO,conselho-escolar-da-creche-professor-alaor-coutinho,31/08/2009,5,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
CONSELHO ESCOLAR DA ESCOLA M. ANFILOFIO DE CARVALHO,conselho-escolar-da-escola-m-anfilofio-de-carvalho,28/07/1997,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSELHO ESCOLAR DA ESCOLA UNIAO CARIDADE E ABRIGO,conselho-escolar-da-escola-uniao-caridade-e-abrigo,16/07/1999,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSELHO ESCOLAR DR. ARMANDO DA SILVA LIBORIO,conselho-escolar-dr-armando-da-silva-liborio,19/09/2005,5,Amargosa,BA,37631,-13.0215,-39.602,143KM,109KM,119KM,244KM
CONSELHO ESCOLAR EDRIZIO REGIS DA SILVA,conselho-escolar-edrizio-regis-da-silva,29/09/2009,5,Igrapiúna,BA,12963,-13.8295,-39.1361,153KM,175KM,118KM,216KM
CONSELHO ESCOLAR DA ESCOLA SEBASTIAO DIAS,conselho-escolar-da-escola-sebastiao-dias,18/07/1997,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DOIS DE JUNHO,conselho-escolar-da-escola-municipal-dois-de-junho,11/05/2000,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSELHO ESCOLAR DA ESCOLA MUNICIPAL AUSTRICLIANO DE CA,conselho-escolar-da-escola-municipal-austricliano-de-ca,21/11/2000,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSELHO ESCOLAR RANULFO DE SOUZA BITENCOURT,conselho-escolar-ranulfo-de-souza-bitencourt,27/10/2010,5,Elísio Medrado,BA,8129,-12.9417,-39.5191,132KM,96KM,110KM,257KM
CONSELHO MUNICIPAL,conselho-municipal,21/05/1996,5,Milagres,BA,10838,-12.8646,-39.8611,167KM,118KM,148KM,246KM
CONSELHO ESCOLAR HELMANO E HUMBERTO DE CASTRO E TIRADEN,conselho-escolar-helmano-e-humberto-de-castro-e-tiraden,19/07/2005,5,Amargosa,BA,37631,-13.0215,-39.602,143KM,109KM,119KM,244KM
CONSERV LOCADORA DE VEICULOS ME,conserv-locadora-de-veiculos-me,28/03/2012,1,Maracás,BA,19973,-13.4355,-40.4323,243KM,206KM,216KM,165KM
CONSELHO ESCOLAR IRMA DULCE,conselho-escolar-irma-dulce,12/07/2005,5,Pedro Alexandre,BA,16698,-10.012,-37.8932,303KM,276KM,336KM,626KM
CONSELHO ESCOLAR NOSSA SENHORA APARECIDA,conselho-escolar-nossa-senhora-aparecida,12/07/2005,5,Pedro Alexandre,BA,16698,-10.012,-37.8932,303KM,276KM,336KM,626KM
CONSELHO ESCOLAR MARAVILHA,conselho-escolar-maravilha,24/09/2010,5,Camamu,BA,35444,-13.9398,-39.1071,162KM,187KM,126KM,213KM
CONSERV LAVANDERIA LTDA,conserv-lavanderia-ltda,28/03/2012,1,Maracás,BA,19973,-13.4355,-40.4323,243KM,206KM,216KM,165KM
CONSERVE COMERCIO E SERVICOS,conserve-comercio-e-servicos,05/11/2001,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSEST,consest,09/09/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSERGE,conserge,12/10/1976,1,Ubatã,BA,27481,-14.2063,-39.5207,212KM,224KM,176KM,160KM
CONSIQ - RH E ASSESSORIA EMPRESARIAL,consiq-rh-e-assessoria-empresarial,08/11/2003,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSERV-CONSERVACAO E LIMPEZA DE FLORESTAS PLANTADAS,conserv-conservacao-e-limpeza-de-florestas-plantadas,19/03/2004,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
CONSLOC CONSTRUTORA E LOCACOES,consloc-construtora-e-locacoes,04/06/1998,3,Ubaíra,BA,19860,-13.2714,-39.666,159KM,135KM,131KM,217KM
CONSORCIO FROYLAN - PAVISERVICE,consorcio-froylan-paviservice,21/10/2004,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSORCIO OAS E GAFISA - HORTO PANAMBY,consorcio-oas-e-gafisa-horto-panamby,03/12/2007,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSORCIO OCP-MAGO,consorcio-ocp-mago,18/11/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSORCIO HIDROH,consorcio-hidroh,17/02/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSORCIO VIVO LESTE,consorcio-vivo-leste,28/05/2004,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSORCIO,consorcio,17/05/2010,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
CONSTRU & CIA,constru-cia,09/02/2006,1,Santana,BA,26792,-12.9792,-44.0506,622KM,558KM,601KM,403KM
CONSPORT,consport,18/09/2003,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
CONSTRUA MAIS MADEIREIRA,construa-mais-madeireira,14/07/2010,3,Jaguaquara,BA,54913,-13.5248,-39.964,200KM,177KM,170KM,176KM
CONSTRUAGRO,construagro,01/04/2010,1,Sento Sé,BA,41279,-9.74138,-41.8786,507KM,423KM,513KM,580KM
CONSTRUART,construart,16/05/2014,1,Oliveira dos Brejinhos,BA,21797,-12.3132,-42.8969,498KM,427KM,482KM,359KM
CONSTRUARTE,construarte,03/02/2009,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
CONSTRUBOM - CENTRO,construbom-centro,24/07/1995,1,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,321KM,241KM,334KM,495KM
CONSTROI MAIS,constroi-mais,01/05/2010,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
CONSTRU TELHA,constru-telha,28/03/2011,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
CONSTRUCAO CARVALHO,construcao-carvalho,09/02/2011,1,Planaltino,BA,9415,-13.2618,-40.3695,230KM,188KM,205KM,185KM
CONSTIC ENGENHARIA,constic-engenharia,16/11/1983,3,Riacho de Santana,BA,35757,-13.6059,-42.9397,510KM,457KM,486KM,265KM
CONSTRUCAO GONCALVES,construcao-goncalves,21/03/2002,1,Barra da Estiva,BA,20198,-13.6237,-41.3347,342KM,298KM,315KM,147KM
CONSTRUCAO & MADEIREIRA BELA VISTA,construcao-madeireira-bela-vista,02/02/1993,1,Euclides da Cunha,BA,61112,-10.5078,-39.0153,255KM,196KM,280KM,523KM
CONSTRUCENTER MATERIAL DE CONSTRUCAO,construcenter-material-de-construcao,04/11/2010,1,Barra,BA,54225,-11.0859,-43.1459,553KM,473KM,545KM,487KM
CONSTRUCOES CEARA,construcoes-ceara,20/02/2004,1,Anagé,BA,21229,-14.6151,-41.1356,372KM,352KM,339KM,42KM
CONSTRUCOES BARRETO,construcoes-barreto,26/12/1988,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
CONSTRUCOES E SERVICOS LIMITADA,construcoes-e-servicos-limitada,27/09/2005,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
CONSTRUCOES GONCALVES,construcoes-goncalves,05/05/2000,1,Maiquinique,BA,10294,-15.624,-40.2587,387KM,399KM,351KM,106KM
CONSTRUCENTRO,construcentro,10/02/1999,1,Igaporã,BA,15661,-13.774,-42.7155,491KM,441KM,465KM,235KM
CONSTRUCASA,construcasa,05/01/1993,1,Conceição do Coité,BA,67394,-11.56,-39.2808,164KM,86KM,178KM,404KM
CONSTRUCOES GONCALVES,construcoes-goncalves,15/09/1992,1,Itapetinga,BA,77408,-15.2475,-40.2482,352KM,360KM,316KM,77KM
CONSTRUCOSTA,construcosta,14/04/2011,5,Sítio do Mato,BA,13104,-13.0801,-43.4689,559KM,498KM,538KM,345KM
CONSTRUFIBRAS,construfibras,24/02/2012,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
CONSTRUFORT,construfort,08/09/2003,1,Angical,BA,13902,-12.0063,-44.7003,696KM,624KM,680KM,522KM
CONSTRUFAZ,construfaz,10/10/1996,1,Wenceslau Guimarães,BA,20862,-13.6908,-39.4762,166KM,168KM,132KM,196KM
CONSTRUFAZ MATERIAIS DE CONSTRUCAO,construfaz-materiais-de-construcao,25/02/2011,1,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
CONSTRUINDO,construindo,19/11/2010,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
